humidity,pressure,rain,lightAvg,lightMax,moisture,temperature
53.16547,1028.844676,75638.25,6009.4464,30888,54.223,20
55.32143,1027.970429,73752.75,6009.4464,30888,54.2714,20.32143
65.72143,1027.655143,65893.5,6009.4464,30888,54.3857,19.61429
61.25,1028.820882,72774,6009.4464,30888,54.5147,20.63971
63.71111,1027.557852,7773.75,6009.4464,30888,54.8,19.05185
62.52555,1026.67708,1095.75,6009.4464,30888,55.6934,15.84672
79.41304,1025.199855,2340,6009.4464,30888,57.0507,13.67391
76.48592,1025.326761,12037.5,6009.4464,30888,56.3521,13.71127
61.22143,1024.9735,79839,6009.4464,30888,54.9,16.32857
54.83688,1025.087872,78633,6009.4464,30888,54.8156,16.90071
56.38028,1025.245986,78779.25,6009.4464,30888,54.7887,17.42958
63.22857,1026.291429,76662,6009.4464,30888,54.7571,16.46429
63.25352,1024.432535,67252.5,6009.4464,30888,54.8099,16.61268
62.82394,1025.346831,74913.75,6009.4464,30888,54.9296,17.02113
57.56028,1026.409433,4869,16630.5588,54612,55.2057,15.70213
48.53571,1024.888929,41618.25,6647.8923,26949,55.6643,17.97857
57.02837,1022.738298,2427.75,5521.1231,47460,56.1631,14.91489
65.21875,1023.104375,58443.75,5521.1231,47460,56.9141,15.5
78.48201,1025.923597,74173.5,5521.1231,47460,53.5755,13.7554
68.92908,1023.519645,72445.5,5521.1231,47460,53.1277,14.48936
70.25899,1021.838561,65873.25,5521.1231,47460,53.8921,14.19424
56.48936,1024.02773,67675.5,5521.1231,47460,54.2908,16.1844
35.44366,1027.361127,61989.75,5521.1231,47460,54.2113,13.16901
34.20567,1027.561773,71237.25,5521.1231,47460,54.2624,12.0922
58.6963,1026.797407,73577.25,5521.1231,47460,54.4222,16.65926
63.16312,1027.495248,65301.75,5521.1231,47460,54.5674,15.52482
59.21277,1029.318511,73534.5,5521.1231,47460,54.8794,15.8156
54.63571,1026.776357,72283.5,5521.1231,47460,55.0286,16.58571
49.41,1026.7712,71799.75,5783.7581,47460,55.34,17.9
